company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
sustinvest,sustinvest,http://sustinvest.com,2006,Seongdong-gu,Seoul,kr,04790,,Private,Data/Technology ,Data analysis for clients,,Financial access,"As a leader in the domestic IT industry, we play a role of a think tank that supports an investment strategy decision-making for finding corporate non-financial risks and promoting the opportunities of sustainable development on the basis of expertise on information analysis of corporate Environment, Society and Governance Structure (ESG).       ",,,,,[],,2016-02-03 14:40:30.699877
sweettracker,sweetTracker,https://play.google.com/store/apps/details?id=com.sweettracker.smartparcel,2011,,,kr,00000,1 - 10,Private,Data/Technology,Consulting,,"Citizen engagement and participation, Consumer empowerment","Smart home delivery service - home delivery check, shopping management and smishing block",,,,,[],,2016-02-03 14:40:14.466820
talk-talk-healing,talk talk healing,http://tth.kr,,Suyeong-gu,Busan,kr,48292,1 - 10,Private,Data/Technology,Advertising,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:39:56.998428
tangiblevitz,TangibleVitz,www.tangiblevitz.com,2014,Mapo-gu,Seoul,kr,03929,1 - 10,Private,Education,"Advertising, Consulting, Data analysis for clients, Government contract",,"Citizen engagement and participation, Environment and climate change, Good governance, Public safety",We visualize and commercialize data.,,,,,[],,2016-02-03 14:39:59.632819
tapthing,tapthing,www.tapthing.net,2013,Yangcheon-gu,Seoul,kr,07994,1 - 10,Private,Lifestyle/Consumer,,,,Tapthing creates NFC (Near Field Communication) tags and new services for a comfortable world,,,,,[],,2016-02-03 14:39:57.215637
team-ap,team ap,,2012,,,kr,00000,1 - 10,Private,Data/Technology,,,Public contents,,,,,,[],,2016-02-03 14:40:23.220440
tenqub,tenqub,http://tenqube.com,2014,Gwanak-gu,Seoul,kr,08826,1 - 10,Private,Advertising,"Data/Technology, Lifestyle/Consumer",,Financial access,A service to provide a report of household accounts by expenditure sector  ,,,,,[],,2016-02-03 14:39:47.817489
thatzit,THATZIT,www.thatzit.co.kr,,Muan-gun,Jeollanam-do,kr,58564,1 - 10,Private,Lifestyle/Consumer,Advertising,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:40:19.708352
the-better-tomorrow,the better tomorrow,-,2014,Yongin-si,Gyeonggi-do,kr,17057,1 - 10,Private,Data analysis for clients,"Data/Technology, Environment/Weather, Scientific Research, Transportation, Disaster/Safety",,"Environment and climate change, Public safety",,,,,,[],,2016-02-03 14:39:48.213208
the-eric-consulting-group,The Eric Consulting Group,http://www.the-ecg.com,2010,Gangnam-gu,Seoul,kr,06235,,Private,Data/Technology,Consulting,,,"We support the establishment of CRM strategies, including customer differentiation and campaign programming, and offer consulting for data mining, business intelligence, market intelligence, business process innovation, simulation, optimization, fraud detection etc.  ",,,,,[],,2016-02-03 14:40:30.184979
thechea,TheChea,http://TheCheat.co.kr,2006,Guro-gu,Seoul,kr,08393,1 - 10,Private,Data/Technology,"Data analysis for clients, Membership fees, User fees for web or mobile access",,"Consumer empowerment, Financial access, Public safety","TheCheat is a South Korea's first fraud information sharing website that was opened on a nonprofit basis on January 4, 2006. Its objective is to prevent the recurrence of fraud damage by information sharing and to cope with damage collectively.   ",,,,,[],,2016-02-03 14:39:58.042866
theimc,theimc,www.theimc.co.kr,2003,Suseong-gu,Daegu,kr,42033,51 - 200,Private,Consulting,"Data/Technology, Food/Agriculture, Geospatial/Mapping, Consulting",,"Citizen engagement and participation, Food access and supply, Public safety","Theimc, a big data leader, has both expertise and knowhow of big data analysis.    ",,,,,[],,2016-02-03 14:39:38.901829
touratoz,touratoz,www.touratoz.com,2015,Geumcheon-gu,Seoul,kr,08502,1 - 10,Private,Travel,"Advertising, Mediation fee",,Travel Market,We are due to apply Open Api to aviation information at touratoz.com we are building. This will enable b2b employees to enter travel estimates easily and b2b customers to receive information in real time.   ,,,,,[],,2016-02-03 14:40:00.140859
tpotstudio,tpotstudio,tpotstudio.net,2013,Geumcheon-gu,Seoul,kr,08513,1 - 10,Private,Media,Advertising,,Public safety,,,,,,[],,2016-02-03 14:39:40.289104
travolution,travolution,http://www.travolution.co.kr,2014,Mapo-gu,Seoul,kr,03925,,,Lifestyle/Consumer,Advertising,,Lifstye benefits,"This is a booking service for foreign tourists who visit South Korea. Foreign tourists can tickets for museums, theme parks, historic sites etc using websites and smart phone apps.",,,,,[],,2016-02-03 14:40:36.863054
ubinuri,"Ubinuri,",www.ubi-nuri.com,2003,Guro-gu,Seoul,kr,08375,11 - 50,Private,Data/Technology,"Consulting, Software licensing, User fees for web or mobile access, Mobile publishing",,Public contents,"UBINURI, Inc., a global publisher for mobile contents, has distributed domestic and foreign contents since 2003, exports its own distribution platform, and makes an effort to expand the Global Cooperative App-Ecosystem.",,,,,[],,2016-02-03 14:40:17.763121
umven,umven,www.umven.com,2014,,,kr,00000,1 - 10,Private,Data/Technology,Data analysis for clients,,Environment and climate change,This is an app to introduce the experience activities every farming village can enjoy and the neighboring farming houses.,,,,,[],,2016-02-03 14:39:50.082776
usly-cycle-korea,usly cycle korea,,2014,Wonju-si,Gangwon-do,kr,26311,1 - 10,Private,Energy,Product production and sale ,,Environment and climate change,,,,,,[],,2016-02-03 14:40:14.247293
venster,Venster,http://www.venster.co.kr/,,Nam-gu,Incheon,kr,22106,1 - 10,Private,Data/Technology,"Advertising, Consulting, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment",VENSTER is a networking service for venture business. The service enables you to manufacture a wonderful corporate profile page by the mere data input and to post a job opening.,,,,,[],,2016-02-03 14:40:17.092535
viable-vision-,viable vision ,http://www.vv1.co.kr,2006,Seo-gu,Daegu,kr,41796,1 - 10,Private,Data/Technology,"Data analysis for clients, Software licensing",,Citizen engagement and participation,"We will be reborn as a leader of ubiquitous technology by strengthening the quality of customer service with RFID based production history system, high-grade equipment management and BIT fusion bio-integration management and expanding our specialized area with ubiquitous IT infrastructure and solutions.   ",,,,,[],,2016-02-03 14:40:10.769360
visioninside,visioninside,www.visioninside.co.kr,2010,Dongdaemun-gu,Seoul,kr,02454,11 - 50,Private,Consulting,"Data/Technology, Education, Consulting",,"Educational opportunity, Public safety","Visioninside, Inc. offers high quality services to create customer values in survey analysis, information system building, technical transaction, translation and education consulting. ",,,,,[],,2016-02-03 14:39:51.485660
vtw,vtw,vtw.co.kr,2000,Yongsan-gu,Seoul,kr,04323,51-200,Private,,,,Citizen engagement and participation,"Vtw is not limited to consulting service, but offers ICT implementation and outsourcing services as well. This allows customers to acquire strategic insights and implementation capabilities for high quality business and technology.    ",,,,,[],,2016-02-03 14:40:03.076690
w365,w365,www.w365.com,1997,Gangnam-gu,Seoul,kr,06233,,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,Weather information ,,,,,[],,2016-02-03 14:40:25.838227
walkingplane,walkingplane,http://www.walkingplane.com,2011,,,kr,00000,1 - 10,Private,,,,Citizen engagement and participation,"We help brand discover their inner genius resulting in self confidence.
We encourage idea generation in the global context.
We show the ways to success and happiness through design.",,,,,[],,2016-02-03 14:40:22.380821
weatheri,weatheri,www.weatheri.co.kr,2004,Seodaemun-gu,Seoul,kr,03752,,Private,Environment/Weather,Data analysis for clients,,Environment and climate change,"WEATHERI enables to get weather information anywhere more easily and quickly, if mobile phone communication is available. ",,,,,[],,2016-02-03 14:40:25.661107
webcash,webcash,https://www.webcash.co.kr,1999,Yeongdeungpo-gu,Seoul,kr,07228,,Private,Data/Technology,"Consulting, Data analysis for clients",,Financial access,"Webcash has developed iTMS (iTMS Implementation Method & Solution), a consulting methodology using iTMS (Treasury Management Service) package, a fund management service framework.",,,,,[],,2016-02-03 14:40:26.219205
webma,webma,http://www.mdiwebma.com/webma2/main/,2007,,,kr,00000,1 - 10,Private,Data/Technology,"Advertising, Philanthropic grant, Subscriptions",,"Educational opportunity, Public safety",,,,,,[],,2016-02-03 14:39:57.606566
wedream,wedream,,2015,Suwon-si,Gyeonggi-do,kr,00000,1 - 10,Non-profit,Education,"Consulting, Contributions/Donations, Philanthropic grant",,"Consumer empowerment, Educational opportunity, Environment and climate change, Public safety",,,,,,[],,2016-02-03 14:40:08.807635
wejudeeye,wejudeeye,,2015,Yeongdeungpo-gu,Seoul,kr,07290,1 - 10,Private,Data/Technology,"Advertising, Data analysis for clients, Subscriptions, Mediation fee",,"Consumer empowerment, Educational opportunity",,,,,,[],,2016-02-03 14:40:02.170853
whosgood,whosgood,http://www.whosgood.org,2014,Mapo-gu,Seoul,kr,03925,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,"Consumer empowerment, Environment and climate change, Public safety",Who's Goodg analyzes Environmental,,,,,[],,2016-02-03 14:40:16.297724
widecube,widecube,http://www.widecube.co.kr,2009,Geumcheon-gu,Seoul,kr,08503,,Private,Data/Technology ,Consulting,,Consumer empowerment,"We are an IC and logistics/distribution company that focuses on IC construction, wireless communication-based service, home delivery, logistics, marketing, distribution and manufacture  ",,,,,[],,2016-02-03 14:40:30.875950
winwinsteel,winwinsteel.,http://winwinsteel.wix.com/winwinsteel,2015,Anyang-si,Gyeonggi-do,kr,13963,1 - 10,Private,Business/Legal Services,Product production and sale,,Consumer empowerment,"As a steel pipe provider, Winwinsteel has been faithful to promises with customers by supplying diverse products and responding to needs quickly for many years.",,,,,[],,2016-02-03 14:39:55.107906
wips,wips,www.wipscorp.com,1999,Seongnam-si,Gyeonggi-do,kr,13595,501-1001,Private,Data/Technology,Database licensing,,Research and Development,Wips offered a South Korea's first online global patent service and has maintained the first place since its foundation. We have expanded our business area into the survey-analysis-consulting of the whole knowledge property from patent to trademark and design.,,,,,[],,2016-02-03 14:39:59.607055
wisdomain,wisdomain,www.wisdomain.com,1999,Seongnam-si,Gyeonggi-do,kr,13497,11 - 50,Private,Data/Technology,"Consulting, Data analysis for clients",,,"Wisdomain provides a comprehensive solution on domestic and foreign patent information on the basis of vast data accumulated by many-year experience. Having advanced into American and Japanese markets in 1999, we are growing into a world-class company with global enterprises as major clients.",,,,,[],,2016-02-03 14:40:03.400484
wise,wise,http://www.wise.co.kr,,Seongnam-si,Gyeonggi-do,kr,13486,,Private,,,,,"As a big data enterprise, we take the lead in data analysis, data governance and public information open market.  ",,,,,[],,2016-02-03 14:40:30.952041
wisemobile,wisemobile,www.wisemobile.co.kr,2012,Seodaemun-gu,Seoul,kr,03752,1 - 10,Private,Data/Technology,Solution selling,,Transportation access,"You can find a weather app ""OpenWeather"" and a free-of-charge public app ""parking Park"" using the public data from meteorological, environmental, parking lot, sightseeing and traffic fields.",,,,,[],,2016-02-03 14:39:53.115161
wisenut,wisenut,http://www.wisenut.com/,2000,Seongnam-si,Gyeonggi-do,kr,13493,11 - 50,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,"Wisenut, Inc. is a search technology based big data company that solidifies domestic markets and expands global markets on the basis of WORLDWIDE WISEnut vision, market creation, diverse Products, and Go global strategy. ",,,,,[],,2016-02-03 14:40:08.294237
witches,witches,http://www.witches.kr,2013,Nam-gu,Gwangju,kr,61740,,Private,Data/Technology,"Consulting, Solutions business ",,Educational opportunity,,,,,,[],,2016-02-03 14:40:28.013068
withsystem,withsystem,http://www.withsystem.com/,2006,Mapo-gu,Seoul,kr,04146,1 - 10,Private,Data/Technology,"Advertising, Consulting",,Consumer empowerment,"Website, Mobile Web & APP, Web Business Consulting, System Management Maintenance, Development Manpower Outsourcing, and UX/UI Consulting and Design ",,,,,[],,2016-02-03 14:40:19.288662
world-research,world research,www.wrc.co.kr,1992,Seocho-gu,Seoul,kr,06650,51 - 200,Private,Government contract,Consulting,,"Citizen engagement and participation, Good governance","Having repeated development despite of numerous difficulties over the past 18 years, World Research, Inc. is now making progress toward the summit of investigation industry as a professional investigation organization. 
Our research manpower has made every possible effort to offer optimum alternatives using various statistical analysis techniques. 
",,,,,[],,2016-02-03 14:39:35.673149
worldmin-trade,worldmin trade,,2012,Gwanak-gu,Seoul,kr,08735,1 - 10,Private,Lifestyle/Consumer,Product production and sale,,Consumer empowerment,,,,,,[],,2016-02-03 14:39:59.759628
ybtour,ybtour,http://www.ybtour.co.kr,2001,Jung-gu,Seoul,kr,04515,,Private,Business/Legal Services,Advertising,,Travel information ,"As a travel portal service provider, we offer services that meet the changing demands of travel markets in the 21st century.",,,,,[],,2016-02-03 14:40:32.939849
youme,youme,http://www.youme.com,1981,Gangnam-gu,Seoul,kr,06134,,Private,Business/Legal Services,Consulting,,Consumer empowerment,"Founded in 1981, YOU ME PATENT & LAW FIRM offers intellectual property related legal services from the patent application of intellectual property rights to information search, technology validation and legal consulting on conflicts, trials etc, with a teamwork of more than 60 patent lawyers and lawyers, 8 full-time foreign employees, more than 170 technical experts, and support organizations.",,,,,[],,2016-02-03 14:40:26.404381
ytndmb,ytndmb,www.ytndmb.com,2000,Mapo-gu,Seoul,kr,03926,51 - 200,Private,Advertising,"Data/Technology, Media, Transportation",,"Citizen engagement and participation, Public safety",We provide real-time information from the Korea Meteorological Administration and the Korea Expressway Corporation. ,,,,,[],,2016-02-03 14:39:51.796535
ywmobile,YWMobile,http://www.evercon.me/homepage/index.html,2013,Yongin-si,Gyeonggi-do,kr,16866,1 - 10,Private,Data/Technology,Using Application service,,"Consumer empowerment, Healthcare access, Public safety","We have developed the O2O intermediary service platform app related to vehicle and logistics, such as chauffeur service, taxi, quick service, and provide relevant services using the app.",,,,,[],,2016-02-03 14:40:40.041214
zoom-technology,ZOOM Technology,http://zoomtech.co.kr,1998,Mapo-gu,Seoul,kr,04151,,Private,Business/Legal Services,Consulting,,Consumer empowerment,"Development of softwares related to intellectual rights for solution, ERP and CRM ",,,,,[],,2016-02-03 14:40:27.222362
