CompanyName,URL,city,STATE,abbrev,companyCategory,descriptionShort
Yelp,http://www.yelp.com/,San Francisco,California,CA,Lifestyle & Consumer,"Yelp, Inc. is an American company that operates an ""online urban guide"" and business review site; headquartered in San Francisco."
Zillow,http://www.zillow.com/,Seattle,Washington,WA,Housing/Real Estate,"Zillow launched in early 2006 with Zestimate home values and data on millions of U.S. homes, and Zillow has since added homes for sale, homes for rent, Rent Zestimates and a directory of real estate and lending professionals. "
ZocDoc,http://www.zocdoc.com/,New York,New York,NY,Healthcare,"ZocDoc is used by more than 4 million patients every month to book appointments with a wide range of medical specialties in 1,900+ cities and towns– serving more than 40% of the US population."
Zonability ,http://www.zonability.com/,Austin,Texas,TX,Housing/Real Estate,Zonability is a web application that provides economic development corporations an efficient way to identify and promote their community’s real estate assets.
Zurich Insurance (Risk Room),http://www.zurichna.com/,Schaumburg,Illinois,IL,Insurance,Zurich Insurance provides a structured insight into the complexity of global risks.
Brightscope,http://www.brightscope.com/,San Diego,California,CA,Finance & Investment,BrightScope is a financial information company that provides data through web-based software to drive better decision-making.
Zonerapp.com,www.Zonerapp.com,New York,New York,NY,Housing/Real Estate,Zoner leverages transparency over fear so a property investor can make more informed decisions hopefully benefitting the environment with better development decisions.
eScholar LLC.,http://www.escholar.com,White Plains,New York,NY,Education,"eScholar applies research and data to personalize education, helping state and locall Educational Agencies to more effectively manage and use key educational data to improve the quality and effectiveness of educational programs."
Exversion,https://exversion.com,,,,Data/Technology,"
Exversion makes it possible to search over 140,000 datasets, consume them through one API or upload a user's own data - and collaborate, publish, share or version-control it with colleagues and the community."
Factual,http://www.factual.com,Los Angeles,California,CA,Geospatial/Mapping,"Factual’s location platform enriches mobile location signals with definitive global data from billions of inputs, enabling personalized and contextually relevant mobile experiences."
Genability,http://genability.com,San Francisco,California,CA,Energy,Genability helps New Energy companies build energy intelligence into how their products work and are sold.
Govini,http://www.govini.com,San Francisco,California,CA,Governance,"Govini collects data on spending by federal, state and local agencies - which accounts for more than 40% of GDP - and reassembles it into views that are meaningful, across eight primary verticals."
Junyo,http://junyo.com,Menlo Park,California,CA,Education,Junyo leverages the power of data and analytics to improve learning processes.
M1T,http://www.m1tnews.com/!,New York,New York,NY,Data/Technology,"M1T is an American business focused on creating growth opportunities by making significant contributions within the Healthcare, Hospitality, Media, and Technology industries."
NerdWallet,http://www.nerdwallet.com,San Francisco,California,CA,Finance & Investment,"Nerdwallet helps consumers with money questions on banking, insurance, health care, investments, education, housing, travel, and shopping."
NonprofitMetrics,https://www.nonprofitmetrics.com,Washington,District of Columbia,DC,Research & Consulting,"NonprofitMetrics is an analytics website that helps companies find, evaluate, and secure business with nonprofits"
Nuams (New Amsterdam Ideas),http://www.nuams.com,New York,New York,NY,Data/Technology,"NuCivic is a suite of open source products powered by Nuams that help governments and non-profit organizations easily and affordably host and manage open data, app store and hackathon platforms."
OpenCounter,http://opencounter.us,,,,Governance,OpenCounter helps entrepreneurs to get their businesses up and running more quickly and easily by providing an online interface to the permitting process at City Hall.
OpenGov,http://opengov.com,Mountain View,California,CA,Governance,"OpenGov enables officials and citizens to easily access government financial data so they can chart trends, pull data points, run reports, and see the revenue and expenditures that support the many services that touch our lives and communities - improving trust and dialogue between cities and citizens."
Pave,http://www.pave.com,New York,New York,NY,Finance & Investment,"Pave enables businesses to raise funding from real people safely and securely, using an income prediction model based on historical government data."
Revelstone ,http://www.revelstonelabs.com,,,,Governance,Revelstone provides the only web-based performance analytics and benchmarking platform specifically designed for local governments with its Compass solution.
SmartProcure,http://smartprocure.us/,Deerfield Beach,Florida,FL,Governance,SmartProcure improves government procurement by connecting government agencies to contractors with a database of government purchase data.
Social Health Insights,http://socialhealthinsights.com/,Fishers,Indiana,IN,Healthcare,"Social Health Insights is building platforms that positively impact health
"
SocialEffort Inc,http://socialeffort.co/,,,,Lifestyle & Consumer,"SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles."
StockSmart,http://www.stocksmart.com/ri/home,Boston,Massachusetts,MA,Finance & Investment,StockSmart helps investors understand information and make decisions with the benefit of automated guidance.
SumAll,http://sumall.com/,New York,New York,NY,Business & Legal Services,SumAll.com allows business users to integrate the results of their social media efforts and derive marketing analytics.
TuvaLabs,https://www.tuvalabs.com/,New York,New York,NY,Education,"TuvaLabs' goal is to help students develop their data analysis skills, enable them to be critical thinkers and persistent problem solvers, and empower them to become active members in their own community and global citizens of the world. "
"Urban Mapping, Inc",http://www.urbanmapping.com/,San Francisco,California,CA,Geospatial/Mapping,"Urban Mapping offers 'embedded geographic technology,'  offering spatial operations (create maps, generate reports, etc...) using an on-demand collection of data, which includes over 10,000 variables."
