company_name_id,company_name,url,city,state,zip_code,ceo_first_name,ceo_last_name,year_founded,full_time_employees,company_type,company_category,revenue_source,description,description_short,financial_info,source_count,data_comments,dataset_wishlist,confidentiality,ts,survey_submitted,vetted,locked,vettedByCompany,display,notes
Seeclickfix,SeeClickFix,en.seeclickfix.com,New Haven,CT,06510,Ben,Berkowitz,2008,18,Private,Governance,"Advertising, Software Licensing","SeeClickFix is a communications platform for residents to report non-emergency issues, and governments to track, manage, and reply. We aim to improve communities through transparency, collaboration, and cooperation. They say all politics is local. While we're not political, we do believe that the changes that have a real impact on our daily lives occur at the block, neighborhood, or city level. It's our goal to provide the best tools for residents and governments to communicate; regardless of size, population, and budget. SeeClickFix could not exist without the support of an amazing community of volunteers, residents, and government staff. This community, which is passionate about everything civic, makes our mission possible every day.","SeeClickFix allows anyone to report and track non-emergency issues anywhere via the internet, empowering citizens, community groups, media organizations and governments to improve their neighborhoods.",,,,,,2013-12-15 15:27:44.624000,True,True,True,True,True,
Sharecare,Sharecare,http://www.sharecare.com/,San Diego,CA,92121,,,0,0,Private,Healthcare,,"RealAge, Inc. is a consumer-health media company and provider of personalized health information and management tools. These tools motivate health-conscious people like you to look, feel, and actually be many years younger—to Live Life to the Youngest®. RealAge has been featured on national radio and television programs including 20/20, Good Morning America, the Today show, and The Oprah Winfrey Show. RealAge is a subsidiary of Sharecare, Inc.","Sharecare, a leading online health and wellness engagement platform, provides  consumers with a personal, results-oriented service connecting them to qualified health resources and programs.",,,,,,2013-12-15 15:28:28.235000,False,False,False,False,False,
Shufflepoint,ShufflePoint,http://www.shufflepoint.com/,Brookfield,CT,06804,,,0,0,,Business & Legal Services,,,"ShufflePoint is a report integration hub, pulling data from multiple sources and pushing data to multiple destinations and formats.",,,,,,2013-12-15 15:28:28.258000,False,False,False,False,False,
Sigacts,SigActs,http://www.sigacts.com/,Mountain View,CA,00000,,,0,0,,Geospatial/Mapping,,"Significant Activities, abbreviated as SigActs, is a military term that refers to incidents occurring on a battlefield.  In today’s globalized economy, news and events transpiring around the world can have an impact on international supply chains and local public safety. SigActs.com is an attempt to identify and display the geographic relevance of news from around the globe.","SigActs, launched with expertise from the U.S. defense and intelligence communities, tracks ""significant"" events worldwide.",,,,,,2013-12-15 15:28:28.282000,False,False,False,False,False,
Sigfig,SigFig,https://www.sigfig.com/,San Francisco,CA,94103,,,0,0,,Finance & Investment,Not reported by company,"SigFig provides an easy way to manage and improve your investments.

<p>Just sync your 410(k), IRA, trading and advisor-managed accounts to SigFig and, in less than 60 seconds, we securely pull all your investments into a single dashboard—giving you a real-time view of your investments, across all your accounts. From there, we run hundreds of tests on your investments and give you completely unbiased, data-driven investment advice you can use to tune-up your portfolio. Fix under-performing investments putting a dent in your retirement, eliminate costly hidden brokerage fees, and hold those managing your money accountable by seeing if they’re overcharging or under delivering.</p>",SigFig tracks individuals' financial assets and provides detailed visualizations of their investments and recommendations on how to manage them.,,NA,,,,2013-12-15 15:28:28.305000,False,False,False,False,True,
Simple-Energy,Simple Energy,http://simpleenergy.com,Boulder,CO,80302,Yoav,Lurie,2010,25,Private,Energy,Software Licensing,"Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most. We interact with customers in real-time across the platforms people use most email, web, mobile, social, and print, to build a more dynamic relationship between utilities and their customers.","Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most.",,NA,,a repository that aggregates state regulatory dockets for utility companies,,2013-12-15 15:27:44.695000,True,True,True,True,True,
Simplee,Simplee,http://www2.simplee.com/,Palo Alto,CA,94306,,,0,0,Private,Healthcare,,"The rise in high deductible health plans and an antiquated billing process leaves the typical person confused and conditioned to deprioritize paying medical bills. Providers see the effects in rising collection costs, high customer support loads, low satisfaction scores, and mounting bad debt.  Simplee® is committed to helping patients have confidence in what they owe and why, and making the health care payment process as trusted and convenient as possible.","Simplee helps patients have confidence in what they owe and why, and making the health care payment process as trusted and convenient as possible.",,,,,,2013-12-15 15:28:28.328000,False,False,False,False,False,
Simplegeo,SimpleGeo,http://urbanairship.com/,San Francisco,CA,94103,,,0,0,,Geospatial/Mapping,,,SimpleGeo (acquired by Urban Airship in 2011) provides a ready-to-use location infrastructure that makes it easy to add location-aware features to applications.,,,,,,2013-12-15 15:28:28.351000,False,False,False,False,False,
Simpletuition,SimpleTuition,http://www.simpletuition.com/,Boston,MA,02210,,,0,0,Private,Education,Not reported by company,"SimpleTuition helps more than 10 million students a year afford higher education. The company provides tips, advice, interactive tools that ensure students plan better for college costs, pay less for college-related expenses, and be smarter about how they manage and pay back their student loans. In addition to SimpleTuition.com, the company manages ValoreBooks, SmarterBucks Rewards, and SmarterBank. Named Best Financial Services Site by Kiplinger's, SimpleTuition is headquartered in Boston, Mass., and is funded by Atlas Venture, Flybridge Capital Partners, and North Hill Ventures.",The goal of SimpleTuition is to make it easier for students and their families to afford a higher education.,,NA,,,,2013-12-15 15:28:28.375000,False,False,False,False,True,
Sitecompli,SiteCompli,www.sitecompli.com,New York,NY,10010,,,2008,25,Private,Housing/Real Estate,Subscriptions,"SiteCompli's technology automatically and continuously aggregates critical data on violations, complaints, inspections, fines, hearings, jobs and permits for real estate owners and managers throughout New York City. SiteCompli tracks and analyzes compliance issues from the City’s key agencies including the Department of Buildings, Environmental Control Board, Department of Sanitation, Fire Department, and more, providing clients a digital view of all of their compliance data. SiteCompli clients save time, money, and can now navigate the increasingly complex and high stakes NYC regulatory environment.
 
Founded in 2008 by Jason Griffith and Ross Goldenberg, SiteCompli monitors over 1 billion square feet of real estate across 35,000 buildings for the leading residential and commercial owners and managers in New York.","SiteCompli technology continuously and automatically monitors and alerts on critical compliance issues, saving NYC’s leading property owners and managers time and money while reducing risk.","Since launching in 2008, SiteCompli has become the NYC real estate industry standard for compliance monitoring. The City's leading property managers and owners use SiteCompli as part of their company’s best practices for maintaining a safe and compliant portfolio. To date, SiteCompli monitors over 1 billion square feet of real estate across more than 35,000 buildings in the five boroughs; the company has had 1200% revenue growth since 2008.

Leading residential and commercial owners and managers clients in New York include Vornado, CBRE, Cushman & Wakefield, Related, First Service Residential, and many others.",10-50,,"SiteCompli is pleased that open data is being prioritized by city, state and federal governments. We hope for a continued commitment to the dissemination of timely, accurate and pertinent sets of data.",,2014-03-14 20:02:58.497305,True,True,False,True,False,
Slashdb,SlashDB,http://www.slashdb.com/,Jersey City,NJ,07305,Victor,Olex,2010,4,Private,Data/Technology,"Data Management and Analytic Services, Software Licensing, Consulting","SlashDB instantly transforms traditional databases into online resources. Use it internally for data integration or as a backend for web and mobile applications.

<p>Enterprise use cases:
- data federation, integration and virtualization
- backend for mobile enterprise applications
- self-service reporting and business intelligence
- alternative or a complement to data warehousing
- data level interoperability with clients/partners</p>

<p>Web and e-commerce:
- instantly add an API to existing website
- monetize data assets
- build attractive data visualizations in HTML5 and native mobile apps by leveraging databases
- build affiliate widgets and programs in record time</p>","Government data ""sleeps"" in databases. SlashDB instantly adds a web API so the data becomes accessible to authorized web and mobile applications and analytics systems.","In 2013, SlashDB teamed up with Amazon Web Services to offer our product to their cloud customers. In the same year we also partnered with API management company 3Scale to allow their prospective clients build APIs in record time.

<p>We are actively pursuing lasting relationships with cloud vendors, API management firms and system integrators. To that end SlashDB offers referral and value-added reseller programs.</p>",1-10,Nothing to add.,"Any data residing in a database can be easily opened up to the public or authorized partners, clients and government agencies.",,2013-12-15 15:28:28.399000,True,True,False,True,True,
Smart-Utility-Systems,Smart Utility Systems,http://smartusys.com/,Chino Hills,CA,91709,,,0,0,Private,Energy,Not reported by company,"Smart Utility Systems is the global leader in innovative products & services for the Energy and Utility sector. We bring deep experience and knowledge of Smart Grid, Smart Metering / AMI, Energy Efficiency, Energy Management and Demand Response solutions that will maximize your investment in AMI. Partnering with clients (Energy & Utilities) we help transform their business processes and systems to meet the demands of tomorrow. Our deep understanding of current & future business challenges and effective utilization of home grown smart innovative technology combine to make us a global leader in transforming utilities.","Smart Utility Systems is a leader in products, solutions and services that accelerate return on smart grid investments for the energy and utility sector.",,NA,,,,2013-12-15 15:28:28.446000,False,False,False,False,True,
Smartasset,SmartAsset,smartasset.com,New York City,NY,10005,Michael,Carvin,2010,9,Private,Finance & Investment,"Advertising, Lead Generation To Other Businesses, Subscriptions","smartasset.com is a free web app that dramatically improves your ability to understand and make significant personal wealth and risk management decisions (home purchase, further education, family and retirement planning, asset allocation etc). At the heart of our service is a decision engine and optimization tool that measures the efficacy of different strategies, quantifies the true cost of financing alternatives and recommends specific financial products based on their suitability and cost.","SmartAsset provides actionable, objective and easy-to-understand financial analytics and advice to consumers.","We are a venture backed, Y-Combinator company. We currently have 2.4 million dollars in funding, and 8 full time employees.",NA,,"Among others, more specific demographic information would be helpful.",,2013-12-18 13:43:15.890000,True,True,False,True,True,
Smartprocure,SmartProcure,http://smartprocure.us/,Deerfield Beach,FL,33441,Jeff,Rubenstein,2011,22,Private,Governance,Subscriptions,"SmartProcure is a provider of a government purchase history database. Our SaaS provides instant access to every field within any purchase order in our database of 60 million purchase orders at the local, state, and federal level. Government agencies use our system to find the best value for a product, connect to other government agencies, and conduct their own spend analytics. This is offered to government agencies at no cost. Government contractors can use the system (for an annual fee) to locate potential government clients and conduct market research.",SmartProcure improves government procurement by connecting government agencies to contractors with a database of government purchase data.,You can view our CrunchBase profile at http://www.crunchbase.com/company/smartprocure. We've been experiencing 5-10% growth each month since we began.,NA,,,,2013-12-17 00:15:27.434000,True,True,True,True,True,
Smartronix,Smartronix,http://smartronix.com/,Hollywood,MD,20636,,,0,0,Private,Data/Technology,Not reported by company,"Smartronix, Inc. is a highly reputable information technology and engineering solutions provide with core offerings focused around NetOps, Cyber Security, Cloud Computing, Enterprise Software, Health IT, and Mission-Focused Engineering. In today's demanding and ever-changing technology landscape, we continue to provide innovative solutions for a stronger America. Connecting and securing disparate networks, battling cyber warfare attacks, enabling open government, green IT, and cloud computing initiatives, engineering irregular warfare solutions, and providing vital health care data systems at the time of need are a few of the ways we assure our customers mission each day.","Smartronix is an information technology and engineering solutions provider with core offerings focused around NetOps, Cyber Security, Cloud Computing, Enterprise Software and Health IT.",,100+,,,,2013-12-15 15:28:28.469000,False,False,False,False,True,
Snapsense,SnapSense,www.snapsense.co,Chicago,IL,60654,,,2011,10,Private,Research & Consulting,not reported by company,SnapSense has realized data can not only help solve these challenges but also track to see if the solutions are working. SnapSense Dashboards are online products for communities to track data for real time intuitive decision-making. Our two main products include the Economic Dashboard and the Community Dashboard.,SnapSense Dashboards are online products for communities to track data for real time intuitive decision-making.,,NA,,,,2014-04-05 23:35:46.353160,False,False,False,True,True,
SoFi,SoFi,https://www.sofi.com/,San Francisco,CA,94129,,,0,,,Education,,,"Social Finance, Inc. is an online, peer-to-peer loan platform that connects students and recent graduates with alumni and institutional investors via school specific student loan funds.",,,,,,2013-12-15 15:28:28.539000,False,False,,False,True,
Social-Explorer,Social Explorer,http://www.socialexplorer.com/,New York,NY,10708,Andrew,Beveridge,2007,15,Private,Data/Technology,"Software Licensing, Subscriptions, partnerships","Social Explorer is an easy-to-use demographics website, a web-based application that creates fast, intuitive, and visually appealing maps and reports. With Social Explorer, anyone with an Internet connection can access and work with census data.<p>

<p>Our mission is to build the simplest, easiest to use, and most fun demographics website in the world.</p>",Social Explorer provides access to census and demographic data. Its interface lets users create maps and reports to illustrate and understand demography and social change.,,1-10,I think these are very high quality level data that are important for virtually all analyses.,,,2013-12-15 15:28:28.492000,True,True,False,True,True,
Social-Health-Insights,Social Health Insights,http://socialhealthinsights.com/,Fishers,IN,46038,Brian,Norris,2012,2,Private,Healthcare,"Data Management and Analytic Services, Custom Development and Strategic Consulting","Social Health Insights LLC was formed in May 2012,  born in response to the NowTrending2012 application challenge. Our team came together with a common mission to build an application that would positively impact public health surveillance. We strive to build social analytic platforms which positively impact global health, further innovation and research and will enhance population health awareness of disease and illness trends.",Social Health Insights is building platforms that positively impact health.,We are bootstrapped (no outside investments) and cash-flow positive/profitable.,10-50,,,,2013-12-17 00:15:27.501000,True,True,True,True,True,
Socialeffort-Inc,SocialEffort Inc,http://socialeffort.co/,,NY,10013,Danielle,Leong,2013,0,Private,Lifestyle & Consumer,"Data Management and Analytic Services, Subscriptions","SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles.","SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles.",,NA,,,,2013-12-17 00:15:27.633000,True,True,True,True,True,
Society-For-Conservation-Biology,Society for Conservation Biology,http://www.conbio.org,Washington,DC,20001,,,0,0,Private,Scientific Research,,"Since the inception of Conservation Biology in 1987, the journal has published groundbreaking papers and has been instrumental in defining issues that contribute to the science and practice of conserving Earth’s biological diversity. Consistent with the mission and goals of the Society, the journal promotes the highest standards of quality and ethics in conservation research and encourages communication of results to facilitate their application to management, policy, and education.","The SCB is an international professional organization dedicated to promoting the scientific study of phenomena that affect the maintenance, loss, and restoration of biological diversity.",,,,,,2013-12-15 15:28:28.515000,False,False,False,False,False,
Socrata,Socrata,www.socrata.com,Seattle,WA,98104,Kevin,Merritt,2007,0,Private,Data/Technology,"Data Management and Analytic Services, Subscriptions","Socrata is focused on democratizing access to government data. Its solutions help government leaders improve transparency, modernize citizen access to information and bring facts into every decision, with unprecedented speed and cost savings. Delivered as turnkey cloud services, Socrata’s data consumerization products unlock data in enterprise data silos and transform it into useful information that everyone can easily access, visualize, share and reuse.",Socrata's mission is to connect people to the government data they need and want.,"Socrata is the first and only venture-backed software-as-a-service company in history to focus exclusively on enabling governments to open and consumerize their vast troves of untapped data in legacy database silos.  On June 26, 2013, Socrata announced that it had closed an $18 million Series B round of financing led by OpenView Venture Partners, with participation from existing investors Morgenthaler Ventures and Frazier Technology Partners.",100+,,,,2013-12-15 15:27:44.762000,True,True,True,True,True,
Solarlist,SolarList,solarlist.com,Brooklyn,NY,11201,Tyler,Tringas,2013,2,Private,Energy,Lead Generation To Other Businesses,"SolarList helps people go solar. We provide homeowners across the US with a third-party assessment of their solar economic potential with our mobile (https://app.solarlist.com/) and web apps 
(http://solarlist.com/homeowners-get-started/). We deliver this targeted education primarily by incentivizing students and enterprising young people to canvass their neighborhoods and call on their personal networks. Then, interested homeowners are connected with approved solar installers. Homeowners end up paying less for solar, students get rewarded, installers sell more solar. Everybody wins.",SolarList helps people go solar.,,NA,,,,2013-12-15 15:27:44.829000,True,True,True,True,True,
Sophic-Systems-Alliance,Sophic Systems Alliance,http://www.sophicalliance.com,East Falmouth,MA,02536,,,1993,0,,Scientific Research,Not reported by company,"Sophic Systems Alliance Inc. is a life science software and services integrator. We provide a broad range of software and services to research scientists and MD’s in government, commercial and medical sectors. 

<p>Sophic’s configuration of a domain-specific Integrated Knowledge Environment provides scientists, executives, and government officials with the capability to mine disparate databases and unstructured text sources simultaneously, to find relationships between valid scientific and semantic objects and elements. These valid scientific and semantic relationships are presented to end-users in intuitive, graphical knowledge network maps that are then easy to understand, navigate and explore. </p>

<p>The foundation for building and continuously improving an Integrated Knowledge Environment for any domain is the Biomax BioXM Knowledge Management System. Sophic uses BioXM to develop and improve a range of applications including SCan-MarK Explorer, Pharma Drug Safety, the Food Security Media Analysis Portal, and other domain-specific Integrated Knowledge Environments. Sophic scientists use the power of this rapid and agile development platform to respond to and keep pace with the dynamic requirements that reflect the “chaos” of scientific research and drug discovery projects.</p>",Sophic provides innovative software to help accelerate the process of drug discovery.,,100+,,,,2013-12-15 15:28:28.563000,False,False,False,False,True,
Spacecurve,SpaceCurve,www.spacecurve.com,Seattle,WA,98104,John,Slitz,2009,34,Private,Data/Technology,not reported by company,"The SpaceCurve real-time platform is for organizations that want to quickly transform big data into value. SpaceCurve ingests, fuses and analyzes Internet of Things, Industrial Internet, spatial, sensor, weather, social media, historical and other data to deliver immediately actionable intelligence at petabyte scales. The SpaceCurve platform combines multiple layers of spatial, temporal, sensor, social media and other large streaming and historical data sets to build real-time models of reality. 

With SpaceCurve, greater volumes, velocities and varieties of data than ever before can be concurrently ingested, processed and analyzed – all in real time. Unlike traditional database and analytics technologies, SpaceCurve gives organizations the capacity they need for next-generation big data applications and services.","SpaceCurve, developers of a real-time big data platform, delivers immediately actionable intelligence and turn data into value as quickly as it is created.",,10-50,,"geolocated data, transactional data",,2014-04-05 23:47:43.240316,True,True,False,True,True,
Speso-Health,SpeSo Health,http://www.spesohealth.com/,Philadelphia,PA,19103,,,0,0,,Healthcare,Not reported by company,"SpeSo Health is an online platform that connects the 30 million patients with rare and orphan diseases with the care providers who are experts for those complex, high-cost conditions.

<p>The company uses data and statistics to measure expertise in these rare and complex conditions. SpeSo Health has built a new tool called CurityMD, designed to help these patients, and their supporters, find and connect with the best possible medical expertise. The company also built CurityMD based on the same tools and information that clinical experts, researchers, hospitals and companies use to understand expertise, and makes it simple enough for anyone to use.</p>","SpeSo Health is an online platform that connects patients with rare and orphan diseases with care providers who are experts for those complex, high-cost conditions.",,NA,,,,2013-12-15 15:28:28.586000,False,False,False,False,True,
Spikes-Cavell-Analytic-Inc,Spikes Cavell Analytic Inc,http://www.spikescavell.com/,Herndon,VA,20170,Luke,Spikes,2003,42,Private,Data/Technology,Data Management and Analytic Services,"Spikes Cavell delivers data, analytics and business intelligence solutions to the public sector. We equip government leaders, and the citizens they serve, with the actionable business intelligence essential, online tools and analytical insight they need to achieve operational efficiency -  find savings, become more transparent and benchmark procurement performance.

<p>At the heart of Spikes Cavell’s proposition is the Observatory - an online platform that facilitates the delivery of spend and contract visibility quickly, affordably and with little effort on the agency’s or institution’s part.</p>","Spikes Cavell delivers data, analytics and business intelligence solutions to the public sector.",,NA,,,,2013-12-15 15:28:28.609000,True,True,False,False,True,
Splunk,Splunk,http://www.splunk.com/,San Francisco,CA,94107,Godfrey,Sullivan,2003,1000,Public,Data/Technology,Software Licensing,"Splunk Inc. provides a leading software platform for real-time Operational Intelligence. Splunk® software and cloud services enable organizations to search, monitor, analyze and visualize machine-generated big data coming from websites, applications, servers, networks, sensors and mobile devices. Enterprises, government agencies, universities and service providers in over 90 countries use Splunk software to deepen business and customer understanding, mitigate cybersecurity risk, prevent fraud, improve service performance and reduce cost. Splunk products include Splunk® Enterprise, Splunk Cloud™, Splunk Storm®, Hunk™: Splunk Analytics for Hadoop and premium Splunk Apps.","Splunk indexes and makes searchable data from any app, server or network device in real time including logs, configuration files, messages, alerts, scripts and metrics.",,100+,,,,2013-12-15 15:28:28.632000,True,True,False,True,True,
Spokeo,Spokeo,http://www.spokeo.com/,Pasadena,CA,91105,,,2006,100,Private,Lifestyle & Consumer,Not reported by company,"As a people search platform, Spokeo enables friends and family to reconnect, browsing of celebrity profiles, and discovery of information about your own digital footprint, by simply searching a name, home address, phone, email or username. Spokeo can also be used as a research tool for small businesses and non-profit companies. Spokeo’s people search platform uses proprietary technology to organize information into comprehensive yet easy-to-understand online profiles. Spokeo curates data from various sources including public data and data accessed through third party vendors.",Spokeo is a people search website that aggregates data from many online and offline sources.,,NA,,,,2014-04-06 00:53:50.245059,False,False,False,True,True,
Spotcrime,SpotCrime,www.spotcrime.com,Baltimore,MD,21202,Colin,Drane,2007,0,Private,Governance,Advertising,"SpotCrime is a crime mapping website in the US with over half a million subscribers to our alerts. We're a public-facing crime map and alert service that is also an advocate for open, equal, and fair access to public crime data.",SpotCrime is a public facing crime mapping and alert website that utilizes open crime data to inform residents of crime in their area.,,100+,,It's crime data open to anyone on a national level. It would be more useful if it were updated more frequently (it's only monthly data).,,2013-12-15 15:27:44.897000,True,True,True,True,True,
Spotherocom,SpotHero.com,http://spothero.com/,Chicago,IL,60654,,,0,10,Private,Transportation,Not reported by company,"Chicago is our home base & today SpotHero has parking at well over 100 locations in the Chicago area. What, you think we're going to stop there?  Your city might be next. SpotHero is on a mission to bring our exceptional service and incredible deals to cities across the United States. One at a time, we'll be adding cities around the country. Don't think we'll be one of those companies which expands willy-nilly across the country only to cower back in defeat. We're going to take our time to make sure we get things right.",SpotHero provides parking at over 100 locations in the Chicago area and is expanding to other cities around the U.S.,,NA,,,,2013-12-15 15:28:28.656000,False,False,False,False,True,
Stamen-Design,Stamen Design,http://stamen.com/,San Francisco,CA,94110,,,0,0,Private,Geospatial/Mapping,Not reported by company,"Stamen Design was founded by Eric Rodenbeck in 2001. We have since developed a reputation for design and technical leadership in the emerging genre of interactive mapping and live data visualization.  Our diverse team works with corporate clients like MTV, National Geographic and Microsoft, cultural institutions like the Exploratorium and SFMOMA, artists like Vito Acconci, internet giants like Facebook and Google, and data bodies like OpenStreetMap. Building and contributing to open source software projects is a key part of Stamen’s practice. Our work is in the permanent collection of the Museum of Modern Art.",Stamen Design specializes in the emerging genre of interactive mapping and live data visualization.,,100+,,,,2013-12-15 15:28:28.679000,False,False,False,False,True,
Standard-And-Poors,Standard and Poor's,http://www.standardandpoors.com/en_US/web/guest/home,,NY,,,,1860,0,Public,Finance & Investment,Not reported by company,"At Standard & Poor’s, our aim is to become the leading provider of global credit benchmarks and research across industries, asset classes, and geographies that investors, businesses, and markets use to foster economic development and growth around the world.","S&P is a leading provider of global credit benchmarks and research across industries, asset classes, and geographies.",,NA,,,,2014-04-06 01:49:20.267179,False,False,False,True,True,
State-Farm-Insurance,State Farm Insurance,http://www.statefarm.com/,Bloomington,IL,61710,,,0,0,,Insurance,Not reported by company,"State Farm is a State Farm is a family of insurance and financial services companies that together serve tens of millions of customers in the U.S. and Canada. It is one of the major insurers of cars, homes and watercraft in the United States.",State Farm is a group of insurance and financial services companies in the United States.,,NA,,,,2013-12-15 15:28:28.703000,False,False,False,False,True,
Sterling-Infosystems,Sterling Infosystems,http://www.sterlinginfosystems.com/,New York,NY,10004,,,0,0,Private,Business & Legal Services,Not reported by company,"Sterling is dedicated to helping companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services with a combination of world‐class technology and personnel. Sterling’s innovative services and solutions enable clients to streamline and improve screening processes, resulting in a better candidate experience.","Sterling helps companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services.",,100+,,,,2013-12-15 15:28:28.727000,False,False,False,False,True,
Stevens-Worldwide-Van-Lines,Stevens Worldwide Van Lines,http://www.stevensworldwide.com/,Wyckoff,NJ,07481,,,0,0,,Transportation,Not reported by company,Steven Worldwide Van Lines is a major moving and storage company. It provides a full range of moving and storage services from Long Distance to Local Moving to Container Moving.,"Stevens Worldwide Van Lines is a leader in moving and storage – providing personal/household moving, business moving, and international moving.",,NA,,,,2013-12-15 15:28:28.751000,False,False,False,False,True,
Stocksmart,StockSmart,http://www.stocksmart.com/ri/home,Boston,MA,02142,Suzanne,Cook,2012,0,Private,Finance & Investment,"Subscriptions, User Fees for Web or Mobile Access","<p>StockSmart makes smart products with technology that high-grades and auto-combines information sets, including XBRL. StockSmart is a Mobile First company, launching a Family of Finance Apps, all designed to bring the highest-quality information to the consumer web, at a retail price point, massively democratizing the access.</p>

<p>StockSmart boosts the inherent IQ of product sets with machine learning and smart systems in a closed loop that self corrects to assure the highest level of quality control. The StockSmart Portfolio is 'Smart' because the analysis is built in. It understands what it owns, and can make recommendations. The focus is to automate the identification of risk and deliver Portfolio Analysis at scale as a SaaS Service.</p>

<p>The key technologies are applying aggregation and disaggregation, X-Ray portfolios, Unzip ETFs and mutual funds to see what the components are, then re-aggregate by combining with the stocks, to show what is really owned and message that out. De-risk Portfolios for individuals and professionals alike, making it much easier to be successful.</p>",StockSmart helps investors understand information and make decisions with the benefit of automated guidance.,,10-50,,,"Please do not reference the investment cited earlier, $30 million, as that is confidential. thank you.",2013-12-17 00:15:27.699000,True,True,True,True,True,
Stormpulse,Stormpulse,http://stormpulse.com/,Austin,TX,78759,Matthew,Wensing,2004,10,Private,Environment & Weather,Not reported by company,"Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events.","Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events.",,NA,,National traffic data; data on what bridges are icy; state-level data aggregated and summarized at the national level.,,2013-12-15 15:27:44.955000,True,True,True,True,True,
Streamlink-Software,StreamLink Software,http://www.streamlinksoftware.com/,Cleveland,OH,44115,Adam,Roth,2008,35,Private,Data/Technology,Software Licensing,"StreamLink Software strives to provide high-value, affordable software solutions, designed to help nonprofit and public sector entities maintain compliance, generate revenue and build capacity.",StreamLink Software offers SaaS grant and board management platforms that bridge disparate systems and processes creating dynamic ecosystems that drive performance and ensure compliance.,,1-10,,,,2013-12-15 15:28:28.774000,True,True,False,True,True,
Streetcred-Software-Inc,"StreetCred Software, Inc",streetcredsoftware.com,Southlake,TX,76092,Nick,Selby,2012,11,Private,Governance,"Software Licensing, Subscriptions","There are billions of dollars in backlogged arrest warrants for everything from speeding tickets to murder in each of the 50 states. StreetCred's mission is to make police agencies more capable of safely and objectively enforcing and serving these warrants, gaining compliance with court ordered fines or fees in traffic cases, and leading to the arrest and removal from the community in case of more serious crime.

<p>StreetCred Software does this by combining information and data from the criminal justice system, courts, municipalities and other sources, analyzing it, then bringing predictable, prioritized information right to the hands of the officers.</p>","StreetCred is a software-as-a-service offering created by police officers who understand how police officers use information, data and leads.",,10-50,,"We currently use and depend on county and municipal property tax information, licensing information and other sources.","Note that there are no URLs for our primary datasets. Each installation requires a custom install. This is ridiculous. We comply with security frameworks governing these data types yet each agency is a unique install - this is only to protect the interests of the vendors, not the taxpayers, community, agency or government.",2013-12-15 15:27:45.095000,True,True,True,True,True,
Streeteasy,StreetEasy,http://streeteasy.com/,,NY,,,,2005,0,Private,Housing/Real Estate,Not provided by company,StreetEasy provides consumers and real estate professionals a transparent and complete view of the NYC residential real estate market.,StreetEasy provides consumers and real estate professionals a transparent and complete view of the NYC residential real estate market.,,NA,,,,2014-04-05 00:24:01.968922,False,False,False,True,True,
Student-Trip,Student Trip,http://www.s-trip.com/,Brookline,MA,02446,,,0,0,,Lifestyle & Consumer,,,"S-Trip! brings together new and old friends for unique student travel experiences, from student trips in exotic locations to education tours across Europe.",,,,,,2013-12-15 15:28:28.798000,False,False,False,False,False,
Suddath,Suddath,http://www.suddath.com/,Wayne,NJ,07470,,,0,0,,Transportation,Not reported by company,"Suddath us a single-source provider for all of your warehousing, household goods moving, facility moving and corporate relocation needs. We offer do-it-yourself options to full-service moving and storage services both domestically and internationally. Our services include: residential moving, corporate employee moving, office and industrial moving, warehousing and logistics, and portable storage containers. 

<p>Our mission is to provide innovative and diverse transportation and relocation solutions to the global marketplace, leveraging our culture and financial strength to achieve market leadership, while exceeding customer expectations.</p>","Suddath provides transportation, relocation, warehousing and logistics, specializing in household goods relocations, global mobility, office moving and workplace solutions, and trade show and exhibit displays.",,NA,,,,2013-12-15 15:28:28.821000,False,False,False,False,True,
Sumall,SumAll,http://sumall.com/,New York,NY,10013,Dane,Atkinson,2011,25,Private,Business & Legal Services,Philanthropy,"SumAll is committed to bringing you the full power of your social media data by connecting it. We allow you to see all your information in one place and provide you visibility into the past, present, and future. As we democratize information by making it engrossing, affordable, and accessible, such that business operators can start turning their data into dollars.",SumAll.com allows business users to integrate the results of their social media efforts and derive marketing analytics.,"SumAll acquired TwentyFeet.         (7/11/13)
SumAll received $2M in Debt funding.         (7/11/13)
SumAll received $6M in Series A funding.         (11/21/12)
SumAll received $1.5M in Venture Round funding.",NA,,"Google Trends API 
Pollution Sensors",,2013-12-17 00:15:27.766000,True,False,True,True,False,
